10000 200000
7961 2131 0
9470 4914 0
961 8685 0
3808 8555 0
7570 8778 0
671 775 0
1536 6094 0
5890 2252 0
3359 3296 0
5890 615 0
0 2975 0
8546 6711 0
3402 1619 0
2984 2385 0
5016 4976 0
3742 2873 0
321 8960 0
4470 7166 0
4766 5277 0
3300 3819 0
2877 7381 0
5336 5854 0
7311 8431 0
3536 8029 0
8515 9465 0
8254 6835 0
9003 9965 0
7487 5080 0
9222 2520 0
6750 7932 0
6814 4110 0
4596 9562 0
1264 3861 0
9390 3082 0
4277 6359 0
3435 4039 0
118 2718 0
4871 1928 0
4261 5603 0
5064 2159 0
4337 6343 1
6714 4386 1
9155 4784 1
2815 4240 1
1403 9641 1
3142 8927 1
4860 9021 1
8552 420 1
1893 6867 1
1598 6843 1
7695 1773 1
8770 1472 1
9346 7650 1
9605 2525 1
1631 1121 1
3649 2594 1
4454 6340 1
8605 4118 1
9849 9657 1
5415 4735 1
8667 5680 1
3308 6806 1
7689 8773 1
4890 5679 1
7599 9637 1
5577 3499 1
2482 8181 1
6971 1511 1
6077 6607 1
9134 4191 1
2149 9253 1
8743 9774 1
2561 3302 1
6511 6877 1
9837 614 1
3113 8990 1
2555 4232 1
9249 6421 1
708 9725 1
630 2333 1
6698 723 1
4833 2504 1
7335 7502 1
1095 6983 1
7102 6646 1
7525 94 1
1710 5357 1
2251 3808 1
3147 2154 1
8793 9400 1
8673 3059 1
4409 5005 1
5830 2749 1
770 5139 1
7928 9669 1
8271 261 1
4170 9283 1
8605 6770 1
9462 5807 1
2718 5421 1
9361 3250 1
3836 96 1
9311 498 1
2999 5184 1
5951 9805 1
4597 457 1
5139 9356 1
2774 7922 1
5785 3289 1
7067 685 1
8163 2573 1
6512 658 1
4800 8613 1
7015 743 1
8255 1922 1
209 3388 1
1058 9532 1
7569 4209 1
4597 3647 1
4301 3640 1
474 11 1
7092 653 1
250 6251 1
2264 887 1
2162 6748 1
958 6581 1
2037 1046 1
8092 1730 1
8099 1633 1
9308 9009 1
6292 6995 1
4377 6548 1
5885 6860 1
3352 1956 1
9672 3821 1
2298 2081 1
5869 2875 1
2196 4712 1
6541 8516 1
8092 7825 1
4775 7510 1
2164 9361 1
1240 8139 1
4996 7175 1
119 449 1
4333 4943 1
971 7247 1
4886 7918 1
4027 6972 1
1373 2119 1
9190 686 1
1574 3933 1
1181 6300 1
4335 674 1
8113 6787 1
6218 1362 1
1259 5030 1
5909 1140 1
6489 6249 1
8500 4544 1
3508 7842 1
5387 9909 1
3530 7076 1
3568 6099 1
6858 6481 1
9336 2928 1
8171 2703 1
2447 265 1
7209 4954 1
1519 957 1
1798 9176 1
9993 1649 1
6035 8661 1
5348 3920 1
1895 8871 1
385 9993 1
2869 5330 1
5424 4931 1
699 8619 1
5476 337 1
6963 1074 1
1079 2385 1
1661 4616 1
1921 2003 1
2824 6609 1
3636 172 1
6173 5696 1
6373 8284 1
4726 6484 1
9622 4002 1
8354 5021 1
2902 2011 1
5292 865 1
2150 3664 1
2140 3649 1
7499 9632 1
4922 4365 1
725 6825 1
8344 4746 1
7074 6320 1
1918 33 1
1954 3277 1
8594 5254 1
6543 5136 1
4989 9542 1
9716 3471 1
4039 4588 1
5212 1703 1
2963 2743 1
7815 4722 1
2785 4609 1
4058 1501 1
388 8047 1
7661 4199 1
4926 408 1
4461 9651 1
8840 4341 2
5913 664 2
5717 7709 2
4024 1199 2
6810 6487 2
4350 9057 2
2780 5920 2
1339 3616 2
519 2853 2
7855 4384 2
6317 463 2
7304 5538 2
2683 9861 2
2687 6900 2
2567 267 2
9116 840 2
7049 5605 2
6097 6079 2
5689 4899 2
8191 9277 2
5390 9593 2
1013 55 2
1238 6646 2
2012 3634 2
3085 5444 2
5978 3619 2
5929 4835 2
8266 9581 2
7306 5510 2
9793 5628 2
1160 5234 2
8163 989 2
9547 7314 2
614 3996 2
9492 7315 2
2502 2060 2
391 3953 2
4721 6410 2
4420 3000 2
7655 8301 2
9510 5343 2
242 9419 2
8143 8436 2
649 1892 2
4178 1977 2
7342 2861 2
759 1901 2
5048 6343 2
6724 8251 2
1108 5708 2
8104 1944 2
1436 1389 2
9779 927 2
9304 9951 2
6706 6646 2
4923 8054 2
9003 4426 2
4712 6665 2
5402 3006 2
850 6731 2
5244 967 2
4082 8105 2
2523 170 2
5069 5692 2
8199 1448 2
8299 2582 2
4511 9597 2
8387 7281 2
261 2043 2
3144 1160 2
9554 2530 2
3533 4301 2
937 8059 2
6724 5624 2
4852 1586 2
5665 928 2
9053 4654 2
4218 5364 2
8803 3067 2
9884 2460 2
8218 9430 2
5191 6757 2
2059 4859 2
3203 1681 2
8613 9482 2
77 8417 2
6491 3882 2
2237 7802 2
9879 1529 2
6815 6817 2
3927 2010 2
4507 6590 2
6309 7578 2
9518 5293 2
2802 3264 2
1001 1993 2
2930 4145 2
6805 3196 2
4514 8944 2
4038 9589 2
2724 9963 2
942 9462 2
285 8506 2
3307 3720 2
5203 9104 2
4840 4951 2
1511 7696 2
412 3131 2
3100 3363 2
3141 6228 2
5820 2762 2
1066 44 2
6065 6729 2
3003 8183 2
5636 460 2
9788 3256 2
2231 126 2
8432 4356 2
835 5009 2
168 4196 2
2039 31 2
7582 3521 2
156 2265 2
3099 2937 2
2324 4290 2
6486 9454 2
3312 2133 2
560 6310 2
9525 9392 2
6502 3319 2
8917 7565 2
8071 362 2
5094 7427 2
665 8131 2
8528 9502 2
5648 3191 2
3454 868 2
624 348 2
4542 163 2
810 2806 2
8537 5945 2
1256 7095 2
4102 8861 2
6095 2646 2
6140 3878 2
4306 4068 2
1387 2903 2
7100 354 2
3914 8506 2
4703 9682 2
5006 6478 2
1060 1624 2
8132 4360 2
9283 6654 2
9890 1745 2
2629 9728 2
4235 8101 2
1093 33 2
2004 3872 2
3605 6365 2
5533 4060 2
3276 7902 2
8069 6390 2
7341 2863 2
9181 5300 2
6580 7109 2
1936 3838 2
4790 48 2
5271 9437 2
2897 5190 2
1048 5950 2
4224 8945 2
5180 191 2
5247 8505 2
6347 6644 2
6711 3914 2
3842 8994 2
5655 331 2
1610 4085 2
7851 3969 2
3356 4920 2
6152 100 2
9426 1436 3
5795 6964 3
6663 9550 3
5640 5626 3
5178 1422 3
2293 6982 3
3190 7196 3
2622 7315 3
150 4199 3
4942 9820 3
5343 7347 3
4051 5387 3
8310 9003 3
7583 158 3
4563 6038 3
6573 8231 3
920 6890 3
9326 142 3
9701 4016 3
760 4585 3
5963 9799 3
8995 5118 3
9858 7001 3
8436 3161 3
1495 3 3
3684 4563 3
6629 8493 3
5159 8853 3
6659 7627 3
8185 3171 3
8092 3932 3
6797 1928 3
1670 585 3
527 1278 3
4919 1897 3
1395 2207 3
2695 1549 3
6456 5603 3
335 6690 3
5879 2681 3
7206 6048 3
5503 5582 3
3663 8742 3
8747 7834 3
3215 7872 3
2672 5108 3
4120 3519 3
6376 5949 3
6309 2244 3
1837 6079 3
5119 2398 3
6989 3650 3
7982 1616 3
9728 345 3
9103 5054 3
9710 2208 3
3106 290 3
2570 9990 3
8762 1513 3
2425 189 3
6737 2338 3
2003 5950 3
5600 9297 3
5681 8522 3
8350 4931 3
2694 2383 3
5244 4174 3
8093 3948 3
9712 771 3
6745 3702 3
8613 9650 3
4908 8866 3
5912 4896 3
5227 4275 3
6497 2672 3
5154 7366 3
8781 1678 3
9469 5779 3
6218 2877 3
2755 1481 3
7834 2913 3
7649 1459 3
7796 7403 3
3310 5825 3
7256 3522 3
4976 4961 3
9793 7019 3
1773 5764 3
4424 4476 3
4525 687 3
3157 4644 3
5238 3621 3
126 6465 3
1564 9655 3
5547 6728 3
523 1050 3
6408 6963 3
1388 8879 3
5541 6152 3
7160 7929 3
6851 4145 3
6139 2734 3
3696 932 3
2127 3151 3
5273 9482 3
979 3391 3
1 701 3
8057 8012 3
5820 6578 3
7804 3959 3
45 7357 3
6389 5313 3
9786 1745 3
8896 6428 3
7800 5240 3
8765 1073 3
9117 3566 3
9491 4591 3
6653 7764 3
5393 3456 3
5466 6701 3
3143 5303 3
7324 6814 3
4310 7886 3
4052 8543 3
3783 4927 3
755 9231 3
8670 9354 3
1218 4496 3
5680 9724 3
8168 38 3
7135 3446 3
8416 9714 3
8076 1428 3
6396 7071 3
829 5598 3
3320 5964 3
3780 5477 3
4988 9931 3
811 4767 3
5010 4735 3
2959 1027 3
2104 5291 3
1880 5610 3
7027 8996 3
415 5642 3
5420 1573 3
9621 7911 3
1275 424 3
7356 7725 3
8083 2057 3
7076 8203 3
421 3056 3
3887 6674 3
9918 2469 3
1465 4364 3
8460 2873 3
7182 8904 3
3957 4525 3
5356 7083 3
8590 6268 3
2464 9775 3
3187 3586 3
7197 7162 3
9678 1868 3
2842 837 3
9953 1105 3
1199 845 3
6655 1013 3
3820 5166 3
8574 7209 3
1500 5067 3
8115 2062 3
9464 9969 3
8244 3797 3
3506 8614 3
3461 2956 3
4349 1661 3
2550 94 3
3734 2344 3
9493 1766 3
2512 5890 3
667 1377 3
9235 1330 3
8057 4886 3
499 4146 3
3306 766 3
3706 8107 3
5058 1653 3
966 3397 3
8458 5719 3
1130 6526 3
1874 1739 3
8369 3319 4
2347 6919 4
154 8904 4
6836 130 4
4912 9396 4
9343 2927 4
1346 3656 4
1320 8297 4
6644 7159 4
4436 6408 4
982 4860 4
4720 6779 4
498 8004 4
3563 9588 4
2972 3350 4
8511 6165 4
532 6670 4
3952 8319 4
9372 6205 4
8375 9356 4
3751 9020 4
1448 1788 4
52 9213 4
3507 6042 4
2514 2881 4
546 1144 4
7174 739 4
2671 1042 4
4757 7645 4
8691 5822 4
360 4006 4
8690 4137 4
3453 9189 4
2996 88 4
3593 8143 4
2894 6125 4
7998 5577 4
7021 3469 4
8477 5213 4
6216 4772 4
7274 4605 4
8843 8679 4
780 3311 4
3680 9842 4
8749 474 4
3592 2877 4
4028 9112 4
2524 7039 4
2590 8519 4
229 3718 4
9582 8263 4
5038 1509 4
6336 8 4
4498 815 4
3756 5498 4
7407 7313 4
9685 8803 4
8863 7527 4
3112 8712 4
5628 8382 4
947 8171 4
8192 6017 4
3198 4922 4
6113 2482 4
6526 91 4
6456 1589 4
2525 6752 4
8848 690 4
5828 9146 4
632 5930 4
9216 2288 4
5416 5970 4
3479 9609 4
8771 3006 4
4695 8078 4
5272 3458 4
6713 9160 4
9002 4509 4
147 9993 4
8825 7195 4
888 7724 4
2058 2226 4
1363 1808 4
9769 5556 4
6537 7346 4
5894 2024 4
7028 8823 4
2614 6950 4
2393 6737 4
83 6659 4
7061 290 4
4526 4198 4
4283 675 4
9817 8539 4
9258 6649 4
5320 2697 4
8565 1977 4
2496 3091 4
8966 909 4
6367 9644 4
9592 2504 4
734 892 4
5127 6918 4
2958 7755 4
4203 1324 4
8455 6978 4
8491 3571 4
2457 2816 4
4436 2177 4
5070 2708 4
6815 2950 4
3539 4327 4
2105 2065 4
7371 3701 4
718 5395 4
3965 3674 4
5311 1365 4
2422 3854 4
4924 5413 4
1084 8327 4
2377 9700 4
6865 2444 4
8480 7125 4
5005 7493 4
8609 1079 4
8922 9965 4
3462 7605 4
2003 7582 4
4655 6450 4
5223 4567 4
9682 416 4
6396 9238 4
288 3380 4
850 692 4
4370 7061 4
5231 5307 4
9756 8944 4
6404 9608 4
2788 3271 4
9128 7535 4
567 7705 4
2950 8616 4
4126 7124 4
9826 115 4
8037 9951 4
7655 2765 4
4779 3911 4
9495 6488 4
4520 6576 4
256 558 4
1842 3565 4
4341 7551 4
3567 4605 4
3926 3974 4
8862 4407 4
117 8263 4
1252 5960 4
3429 2479 4
765 9915 4
8603 6445 4
7925 9091 4
1678 4426 4
5330 8947 4
5733 657 4
9308 22 4
3472 4200 4
3691 3514 4
3227 7233 4
9952 5049 4
6873 2877 4
283 8725 4
5957 6820 4
9464 2747 4
4535 8910 4
2216 7645 4
109 3592 4
9914 1647 4
4265 1908 4
6947 8379 4
9414 7324 4
4779 2333 4
4421 2950 4
1379 1718 4
797 9820 4
2061 2685 4
6145 2312 4
6717 4680 4
3935 6614 5
5359 4302 5
8033 255 5
4851 3550 5
6769 2231 5
1400 2789 5
5730 8377 5
7590 2852 5
43 7732 5
4502 6197 5
6838 1463 5
4421 5249 5
6187 7047 5
9766 8853 5
5284 7416 5
2496 1498 5
7361 9833 5
2025 4249 5
7843 1049 5
3002 4850 5
9071 4873 5
5464 7183 5
7653 7491 5
1572 9737 5
2545 5811 5
4410 4171 5
7748 2787 5
5881 9510 5
766 7750 5
7438 4709 5
6460 9934 5
6488 1294 5
758 9388 5
9051 2308 5
1930 4924 5
9871 3481 5
6987 6983 5
4597 2367 5
1732 7838 5
1550 3351 5
2704 1732 5
2386 7465 5
7327 7942 5
9327 6081 5
9320 7654 5
2109 2280 5
8673 4548 5
6409 6849 5
7454 3663 5
3407 3039 5
1165 2029 5
8459 828 5
5133 4523 5
4608 7202 5
207 7087 5
3168 9305 5
7668 5335 5
4517 8459 5
2682 8196 5
4615 7288 5
2843 2860 5
3647 954 5
66 5262 5
5371 3915 5
1857 4776 5
1546 3740 5
3919 8444 5
7505 1638 5
1891 7669 5
5384 4062 5
3921 2462 5
6409 6600 5
4117 4673 5
209 9895 5
3048 9704 5
1157 9268 5
7693 8382 5
500 1444 5
6386 8826 5
5734 4134 5
6548 92 5
819 456 5
9407 7103 5
6803 2848 5
9849 9687 5
4862 4540 5
9237 2613 5
4262 9164 5
591 6413 5
4380 4913 5
7406 9673 5
5997 9328 5
8089 946 5
5938 9366 5
3136 8128 5
8309 38 5
6481 9377 5
169 4179 5
5200 2694 5
7421 5093 5
5303 8019 5
2901 7103 5
2664 1899 5
7716 5998 5
2118 689 5
7717 1710 5
3414 6593 5
7800 414 5
5530 735 5
8926 7037 5
6522 8868 5
888 9632 5
6308 4152 5
6214 1204 5
9569 7091 5
8892 9347 5
8116 6480 5
489 8306 5
6796 8740 5
6548 5590 5
987 8540 5
2689 4532 5
8442 599 5
9451 7309 5
950 5616 5
8956 9724 5
6398 1066 5
6367 5176 5
9041 802 5
3371 5210 5
3196 9806 5
983 5737 5
5260 6050 5
2692 8229 5
7991 4466 5
1697 3781 5
8166 4070 5
6930 6725 5
1120 194 5
2822 1036 5
2720 4730 5
4921 6408 5
685 7486 5
2780 6414 5
3807 1215 5
1651 3761 5
6905 9613 5
1531 3222 5
4393 4176 5
4374 7899 5
7324 8920 5
2773 2563 5
6662 74 5
8678 6501 5
4172 1373 5
9174 4319 5
7899 75 5
4444 6181 5
1764 1453 5
6624 4397 5
4192 9034 5
2810 9918 5
5567 8895 5
5538 3923 5
896 2490 5
6967 4094 5
4982 415 5
1328 9645 5
9128 9500 5
5728 1055 5
1165 5171 5
7780 3013 5
6229 7141 5
1313 497 5
1304 5529 5
9869 2341 5
9221 5708 5
7563 4411 5
2503 5911 5
4532 1240 5
6435 2036 5
6289 5780 5
5474 9009 5
5063 14 5
9033 3993 5
3241 9687 5
8606 5674 5
849 756 5
8021 8211 5
1616 8826 5
4028 2572 5
4256 8383 5
7643 8571 5
288 2984 5
568 6207 5
4342 3605 5
4359 2971 5
4341 9258 5
5513 3148 5
6337 7797 5
4924 5467 5
4614 3173 5
6740 7771 5
6467 6281 5
533 4285 5
7327 2415 5
9684 7625 5
2578 9452 6
9223 1176 6
6387 6499 6
9975 9077 6
376 1860 6
861 7186 6
2833 5208 6
6768 645 6
4895 4871 6
2211 7735 6
325 1855 6
7611 5706 6
5974 7653 6
5559 2414 6
4751 955 6
2953 5834 6
520 9272 6
1170 7296 6
831 276 6
7206 7176 6
6815 6844 6
28 45 6
2002 1151 6
6430 4540 6
4057 7071 6
6803 9763 6
72 6435 6
4573 2464 6
3309 9122 6
9482 273 6
5193 4811 6
8856 6360 6
5436 131 6
2024 7481 6
4372 336 6
9628 9808 6
7604 741 6
4328 9881 6
2736 9811 6
3748 1335 6
9297 9767 6
6494 213 6
5105 260 6
8878 5694 6
2216 3688 6
4358 1235 6
3588 2572 6
9539 3971 6
2541 6876 6
5627 944 6
3005 9677 6
9006 6803 6
9932 6303 6
7875 4937 6
2 2081 6
1053 9883 6
1943 7421 6
8097 8 6
236 6839 6
423 7364 6
5999 5174 6
7336 4432 6
2792 9662 6
2021 6522 6
3575 1171 6
7792 2271 6
6823 5969 6
877 5948 6
2192 2508 6
3263 6763 6
7479 5482 6
5461 8971 6
6639 3816 6
4757 2206 6
2087 8279 6
3388 2443 6
3673 9271 6
7075 1945 6
2042 5958 6
2957 4723 6
4234 328 6
1106 8648 6
6364 6244 6
7770 6703 6
8167 9028 6
2149 1947 6
8127 5716 6
5662 3385 6
4159 7947 6
2053 6115 6
9675 9388 6
1821 2076 6
2325 2755 6
1805 4415 6
3090 7658 6
7319 5083 6
3421 5740 6
4039 5476 6
4165 4202 6
4855 2637 6
4749 5914 6
2877 8954 6
9297 7240 6
2313 6225 6
7405 2548 6
6587 8513 6
5 1888 6
3466 2324 6
3254 3200 6
7756 8677 6
3429 4271 6
2348 1534 6
2950 7558 6
2226 9981 6
4003 642 6
1982 9994 6
7409 1557 6
1340 5135 6
4028 331 6
9289 9273 6
5751 7536 6
5857 1982 6
2594 6082 6
5510 7608 6
5719 132 6
2303 9390 6
3258 3284 6
7107 4443 6
9402 353 6
8448 7986 6
270 1843 6
2303 3577 6
4705 2276 6
5561 8049 6
6612 6034 6
4859 8710 6
5154 4719 6
991 7434 6
7960 5103 6
3547 3831 6
4693 6192 6
7785 4151 6
9734 4871 6
2058 9331 6
2478 4822 6
2673 9759 6
7002 4644 6
3527 4072 6
8733 6966 6
5674 484 6
7061 5097 6
5723 8766 6
7171 4050 6
5507 7419 6
5548 6265 6
89 7355 6
1573 942 6
3395 9649 6
9181 1080 6
2246 4745 6
4131 8193 6
184 378 6
1749 6237 6
7121 1799 6
2321 3981 6
2755 6728 6
775 8747 6
6511 5304 6
8062 753 6
341 7833 6
1643 7396 7
9717 3190 7
3568 2385 7
5493 8112 7
1219 9380 7
9380 875 7
3444 5251 7
6560 1675 7
9562 9726 7
3211 9307 7
360 7718 7
8330 531 7
4937 7914 7
1447 7158 7
8745 1118 7
9837 6982 7
7085 5341 7
3858 5128 7
7484 9791 7
1759 7327 7
9396 9523 7
6333 1159 7
7766 2934 7
3188 208 7
8842 6917 7
3401 629 7
8420 4599 7
1932 8598 7
9644 2953 7
1371 5882 7
106 4223 7
3320 1654 7
6900 6514 7
2501 4953 7
6816 3791 7
5160 9561 7
4304 8276 7
4217 5857 7
4255 2115 7
4211 4012 7
4799 3833 7
4801 7620 7
7730 8809 7
5639 3271 7
448 5424 7
1371 2156 7
7929 7789 7
4030 3353 7
4269 739 7
9841 917 7
1747 2196 7
6973 5300 7
9722 5903 7
6771 7879 7
5812 758 7
4540 907 7
7737 2990 7
9438 3098 7
3672 1722 7
6696 2750 7
6774 2110 7
8838 2365 7
5187 3257 7
1740 2555 7
878 7322 7
454 7957 7
6857 1476 7
2981 4968 7
3766 8300 7
1922 6945 7
1889 9497 7
37 8877 7
2926 3353 7
2725 1740 7
185 8484 7
7468 2624 7
1996 6775 7
9231 1796 7
2189 6212 7
2301 851 7
4943 8337 7
8808 2110 7
9026 5280 7
5105 8122 7
4496 1006 7
834 9811 7
631 3897 7
4908 8152 7
1605 5429 7
1831 3080 7
8881 8000 7
3600 3578 7
2423 7642 7
1 871 7
7065 5626 7
5965 9660 7
217 3883 7
9218 5320 7
306 3546 7
6443 8777 7
8329 430 7
241 7550 7
5397 6427 7
7809 6765 7
448 776 7
3481 8580 7
279 5708 7
2838 9045 7
7081 1947 7
4800 6067 7
3279 5659 7
2411 494 7
1150 5863 7
4181 1844 7
3739 3364 7
6533 1759 7
643 1633 7
3583 7702 7
97 9705 7
2148 1320 7
1562 1372 7
4366 5791 7
2800 1158 7
6386 6385 7
6251 1196 7
3359 336 7
9809 6718 7
6809 2184 7
5428 9175 7
2382 9556 7
6583 1455 7
4180 8072 7
4260 4629 7
5000 8519 7
2034 3936 7
42 2355 7
3369 9369 7
1105 7354 7
4529 2522 7
5294 3436 7
6257 940 7
3733 4866 7
6151 866 7
1711 4422 7
6716 1912 7
8166 3113 7
141 8730 7
787 2293 7
8130 7693 7
8342 8705 7
4397 8256 7
6660 8418 7
2319 2415 7
757 1699 7
5856 4066 7
2021 2737 7
4128 7517 7
7288 1936 7
7976 8124 7
4609 8587 7
5685 4340 7
1975 9785 7
6719 8356 7
6447 6081 7
5779 985 7
6404 6380 7
8028 8250 7
204 1057 7
6819 9911 8
5459 89 8
7818 1251 8
2265 6029 8
9135 9045 8
9513 6701 8
356 4508 8
5010 7081 8
1878 2232 8
5744 8505 8
3113 2856 8
9040 5369 8
6419 672 8
2244 9568 8
1227 5907 8
8869 5396 8
9871 5143 8
5341 1450 8
189 7793 8
1981 2451 8
8270 4850 8
8010 655 8
5742 962 8
7916 4075 8
9929 2560 8
3740 236 8
9477 434 8
3783 7902 8
1911 3708 8
142 2482 8
2782 6079 8
8724 72 8
7354 6193 8
4030 3648 8
5107 7842 8
4128 6339 8
528 7312 8
3843 7293 8
6928 7059 8
5339 1765 8
9955 4959 8
6813 6742 8
4072 353 8
6893 483 8
7525 5313 8
6445 3137 8
630 84 8
3870 6408 8
8891 2538 8
7962 6166 8
1203 5634 8
9049 2391 8
7877 8037 8
5706 7845 8
2998 9221 8
7322 4729 8
3105 9117 8
4782 8457 8
4752 6064 8
2568 935 8
5952 3801 8
9767 8757 8
5950 1498 8
9558 179 8
4713 7180 8
6982 3395 8
9367 8456 8
3216 9647 8
5711 4698 8
9706 9634 8
9840 3860 8
3179 3702 8
1524 9034 8
875 5228 8
4421 7856 8
3945 4698 8
6504 66 8
2474 2859 8
1837 6640 8
8779 8751 8
126 7826 8
9519 4287 8
5234 3955 8
3064 2797 8
9053 8662 8
3332 3724 8
1567 3167 8
2595 9870 8
5975 2969 8
9591 6234 8
4165 5249 8
9504 1171 8
4205 2218 8
866 2241 8
6272 5432 8
8302 7612 8
5803 471 8
671 8814 8
3815 4257 8
1423 8304 8
4170 6984 8
6018 831 8
2978 9651 8
6151 1935 8
3540 4560 8
5738 9717 8
2408 7255 8
7217 7781 8
1222 8093 8
2130 2624 8
2333 1765 8
4174 8286 8
4037 1143 8
5322 6062 8
3342 7684 8
2944 3696 8
3859 7370 8
3033 5167 8
3555 9772 8
6331 2118 8
5320 1168 8
9745 3229 8
3997 6908 8
7808 8229 8
5384 5044 8
7531 7889 8
182 5769 8
1492 4843 8
343 4298 8
94 3427 8
1074 186 8
4794 2228 8
1332 5721 8
3829 2396 8
991 9368 8
5645 5049 8
1505 15 8
5808 2016 8
4245 7814 8
7115 1825 8
5426 7341 8
8651 178 8
9556 4179 8
9857 2461 8
3978 8246 8
6078 8560 8
9059 5966 8
247 6974 8
4192 4784 8
4634 5348 8
9598 1113 8
4004 8630 8
6057 2390 8
4620 3720 8
9243 1342 8
4944 311 8
6095 8188 8
4432 1296 8
6589 9159 8
988 8011 8
7674 6704 8
279 2570 8
951 965 8
5861 1453 8
5507 7884 8
6131 4908 8
2891 7495 8
7851 3114 8
6285 9411 8
5194 4554 8
4806 4147 8
7555 6004 8
8877 1038 8
7492 5845 8
783 7432 8
5542 135 8
7725 69 8
4376 7375 8
7644 9053 8
5836 2571 8
8630 2409 8
5517 4470 8
9913 7997 8
6858 9512 8
9053 2546 8
3184 7390 8
9280 8553 8
5828 2447 8
481 3025 8
4225 8807 8
9208 6527 8
4388 4988 9
4015 8083 9
5138 885 9
8067 9012 9
942 5589 9
3478 7322 9
4870 1829 9
7669 5124 9
6859 934 9
5280 1974 9
4100 5722 9
5539 9287 9
9178 2009 9
7986 5332 9
5976 1805 9
6392 5081 9
891 529 9
6016 5211 9
4855 7862 9
951 5856 9
5184 5132 9
8473 2248 9
226 5205 9
3582 3702 9
4667 3447 9
3085 2039 9
6147 399 9
6658 6528 9
327 4316 9
4108 6866 9
5365 7478 9
9274 4829 9
8939 5082 9
5337 934 9
4477 6901 9
8839 4186 9
2886 5495 9
9046 6086 9
1061 4456 9
1593 8794 9
3505 8972 9
4853 6179 9
9770 9484 9
5413 188 9
1786 7905 9
3230 1347 9
7148 3942 9
3658 5591 9
7511 7997 9
7128 2129 9
4709 8151 9
4139 3703 9
6446 6978 9
1680 9181 9
3191 909 9
8659 8834 9
1889 9531 9
9517 7418 9
4165 9539 9
7192 142 9
3230 8907 9
4224 1289 9
6376 2476 9
3803 9744 9
4849 259 9
9902 2783 9
346 6613 9
3141 3854 9
4839 3440 9
2927 7009 9
6168 1422 9
396 5613 9
8610 1603 9
6443 5401 9
6031 6121 9
9745 6258 9
8172 710 9
1473 7490 9
4924 7376 9
5678 9049 9
8079 7337 9
1481 4711 9
8934 5763 9
4333 377 9
2743 8893 9
2980 7665 9
4378 2667 9
7803 7179 9
8058 2433 9
4879 601 9
5839 5980 9
1124 6519 9
270 4370 9
5024 2374 9
3555 3729 9
1610 5169 9
670 954 9
7210 9075 9
2478 2384 9
7950 1520 9
7387 6338 9
5567 3423 9
4562 8639 9
2497 7563 9
3275 8268 9
7181 2494 9
4135 3145 9
8150 6459 9
4719 4310 9
239 8020 9
9282 2726 9
525 9666 9
2131 5781 9
7909 6737 9
3783 7979 9
4913 8360 9
4164 8883 9
3625 2266 9
1339 4852 9
4251 6594 9
2904 54 9
3657 2526 9
8776 394 9
957 2471 9
2127 5202 9
3086 7971 9
8494 5007 9
1782 306 9
911 337 9
2472 6733 9
917 8760 9
4721 7676 9
9156 1191 9
449 5746 9
